CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,EstimatedSalary,Exited,,,,,,
15664521,David,659,Spain,Male,31,7,149621,104534,0,,,,,,
15681206,Hsing,722,France,Female,49,3,168198,140766,1,,,,,,
15745527,Burke,655,France,Male,37,5,93147,66214,0,,,,,,
15806926,Watson,615,France,Female,35,2,97440,139816,0,,,,,,
15724563,Hawkins,752,Germany,Female,42,3,65046,140139,0,,,,,,
15782899,Ginn,661,Spain,Female,28,7,95357,102297,0,,,,,,
15623521,Sozonov,838,Spain,Male,43,9,123106,145766,0,,,,,,
15810218,Sun,610,Spain,Male,29,9,0,83912,0,,,,,,
15645621,Hunter,811,Spain,Male,44,3,0,78440,0,,,,,,
15608114,Manfrin,587,Spain,Male,62,7,121286,6777,0,,,,,,
15659557,Artamonova,811,Germany,Female,28,4,167739,9903,0,,,,,,
15787772,Hansen,759,France,Female,38,1,104091,91562,0,,,,,,
15691111,Pai,648,Germany,Female,42,8,121981,4027,0,,,,,,
15592089,Larsen,788,France,Female,43,10,0,116112,0,,,,,,
15633897,Owen,725,Germany,Male,39,1,50881,184024,0,,,,,,
15701301,Murphy,646,France,Female,42,3,175160,67124,1,,,,,,
15723685,Ekechukwu,601,Germany,Female,26,7,105515,50071,0,,,,,,
15701602,Ayers,521,Germany,Male,52,5,116497,53793,1,,,,,,
15739189,Johnson,561,Spain,Female,33,6,0,45261,0,,,,,,
15573086,Millar,564,France,Male,42,7,99824,36721,0,,,,,,
15569050,Farrell,444,France,Male,45,6,0,130010,1,,,,,,
15750765,Sanders,650,Spain,Male,71,0,0,175381,0,,,,,,
15799811,Herrera,724,France,Male,40,10,0,127847,1,,,,,,
15698442,Eberechukwu,719,Spain,Male,35,3,122965,138232,0,,,,,,
15655274,Bardin,548,France,Female,29,4,0,48673,0,,,,,,
15603594,Nwankwo,635,Spain,Male,24,4,0,70669,0,,,,,,
15585961,Talbot,496,Spain,Female,43,3,0,199506,0,,,,,,
15686936,McGregor,676,France,Female,37,5,89635,169583,1,,,,,,
15770424,Onyeorulu,541,Germany,Male,40,7,95710,49063,0,,,,,,
15587451,Goold,778,Germany,Male,41,7,139706,63337,0,,,,,,
15602010,Zikoranaudodimma,850,Germany,Female,45,5,103910,60083,1,,,,,,
15600583,Garner,633,France,Male,31,1,0,48607,0,,,,,,
15654673,Onyinyechukwuka,625,France,Male,49,6,173435,165581,1,,,,,,
15717164,Genovese,485,Spain,Male,32,6,102238,194010,0,,,,,,
15765014,Mai,547,France,Female,48,1,179381,69263,0,,,,,,
15682639,Marshall,642,France,Male,32,3,0,88699,0,,,,,,
15729279,Naylor,718,France,Female,25,4,108692,63031,0,,,,,,
15759805,Pinto,582,France,Female,32,4,0,59669,0,,,,,,
15767864,Fulton,628,France,Male,33,6,0,184230,0,,,,,,
15769948,Palerma,737,Germany,Male,35,0,133378,64050,0,,,,,,
15686345,McCaffrey,828,Spain,Male,34,9,0,81854,0,,,,,,
15688071,Collins,609,Spain,Male,53,10,0,154643,0,,,,,,
15681174,Zuev,730,France,Male,39,1,116538,145680,0,,,,,,
15667521,Crawford,631,France,Female,22,3,0,30782,0,,,,,,
15750243,Genovese,830,Spain,Male,40,4,0,81623,0,,,,,,
15695475,Maclean,645,France,Male,29,1,130131,196474,0,,,,,,
15689176,Fabro,663,France,Male,46,3,0,176276,0,,,,,,
15652955,Price,678,Spain,Male,30,0,0,35113,0,,,,,,
15668958,Chatfield,521,France,Male,30,2,107316,64300,0,,,,,,
15631054,Volkova,625,France,Female,24,1,0,180970,0,,,,,,
15581479,Archer,523,France,Male,30,1,83181,138177,0,,,,,,
15577478,Ch'iu,714,France,Female,72,3,0,86734,0,,,,,,
15780870,McKay,580,Spain,Male,67,3,153946,7419,0,,,,,,
15692317,Craig,722,France,Male,30,5,0,166377,0,,,,,,
15593969,Abramovich,630,Spain,Female,39,7,135483,140881,1,,,,,,
15570417,Chien,579,France,Male,35,1,0,4460,0,,,,,,
15779059,Timms,670,France,Female,38,4,119625,110472,0,,,,,,
15785980,Williford,588,Spain,Male,34,6,121132,86460,0,,,,,,
15644200,Hamilton,807,Spain,Female,42,1,0,16501,1,,,,,,
15793949,Cheng,726,France,Female,48,4,0,114020,1,,,,,,
15645103,Su,812,Germany,Male,25,5,54818,131660,0,,,,,,
15705860,McKenzie,631,Germany,Male,40,3,107949,52450,1,,,,,,
15623828,Akobundu,682,France,Male,30,4,0,161465,0,,,,,,
15715003,Ko,625,Spain,Female,49,2,80816,20019,0,,,,,,
15623471,Marcelo,607,Germany,Male,38,3,98206,176318,0,,,,,,
15798348,Chukwuebuka,600,Spain,Female,50,6,94684,50489,0,,,,,,
15743016,MacDonald,602,Spain,Female,22,7,141605,30380,0,,,,,,
15769499,Lampungmeiua,545,Spain,Female,74,3,0,161327,0,,,,,,
15798521,Tai,675,Spain,Male,33,3,0,45348,0,,,,,,
15706534,Enyinnaya,581,France,Female,47,1,122949,180252,1,,,,,,
15706186,McKenzie,640,Germany,Male,33,8,81677,34926,0,,,,,,
15812197,Kline,850,France,Male,38,7,80294,126556,0,,,,,,
15650933,Ma,490,Spain,Female,48,8,155413,187921,0,,,,,,
15692991,Wood,710,Spain,Female,38,4,0,136391,0,,,,,,
15631189,Riggs,613,Germany,Male,38,9,67112,78567,1,,,,,,
15762198,Capon,812,France,Male,34,5,103818,166038,0,,,,,,
15699598,Smith,723,France,Female,20,4,0,140385,0,,,,,,
15692744,Davison,512,France,Male,36,4,152169,38629,1,,,,,,
15688963,Ingram,731,France,Female,52,10,0,24999,1,,,,,,
15599131,Dilke,650,Germany,Male,26,4,214347,128815,0,,,,,,
15680303,Gibson,594,France,Male,57,6,0,19377,1,,,,,,
15628674,Iadanza,844,France,Male,40,7,113348,31904,1,,,,,,
15648075,Hebert,686,Germany,Female,47,5,170936,173180,1,,,,,,
15586970,Pinto,695,Germany,Male,52,8,103023,22486,0,,,,,,
15625698,Dumetochukwu,624,Spain,Female,23,6,0,196669,0,,,,,,
15790497,Ross,503,Spain,Male,37,6,0,136507,0,,,,,,
15682618,Jamieson,535,France,Female,31,7,111855,36279,0,,,,,,
15762937,Chiganu,743,Germany,Female,32,6,140349,163254,0,,,,,,
15750929,Burgess,702,Spain,Male,39,8,0,99654,0,,,,,,
15729832,Cheng,658,France,Male,29,3,145513,20207,0,,,,,,
15633650,Woods,677,Germany,Female,41,8,146721,4196,0,,,,,,
15748856,Liang,664,France,Male,32,10,107210,112340,0,,,,,,
15589195,Bluett,766,Germany,Female,38,7,130934,2036,0,,,,,,
15699911,Chapman,461,Spain,Female,35,8,0,132296,0,,,,,,
15663438,Andrejew,688,Spain,Male,36,0,89772,177384,1,,,,,,
15692583,Udobata,678,France,Female,32,5,0,90284,0,,,,,,
15591257,Ejimofor,796,France,Male,24,8,0,61349,0,,,,,,
15646513,Spyer,803,France,Male,42,5,0,196467,1,,,,,,
15708063,Walker,712,France,Male,36,2,100750,70758,1,,,,,,
15696098,Palermo,498,France,Female,31,10,0,13893,0,,,,,,
15645517,Philip,850,Spain,Male,22,2,0,9685,0,,,,,,
15649744,Fallaci,628,France,Female,51,3,123981,40546,0,,,,,,
15604304,Perry,539,Germany,Female,34,4,91622,136603,0,,,,,,
15784092,Henderson,732,France,Male,36,7,126196,133172,0,,,,,,
15585198,Bergamaschi,715,France,Male,41,4,94268,152821,1,,,,,,
15624347,Fokine,651,France,Male,40,4,0,147716,0,,,,,,
15621687,Mackay,813,France,Male,34,0,0,43169,0,,,,,,
15689081,Wu,692,France,Male,29,4,0,76756,1,,,,,,
15813168,Maslova,756,Germany,Female,39,3,100718,73406,1,,,,,,
15604295,Wei,543,France,Male,36,6,0,176728,0,,,,,,
15724127,McLean,790,France,Female,26,4,141582,98309,0,,,,,,
15673055,Sung,494,Spain,Male,38,7,0,6204,0,,,,,,
15768201,Paterson,850,France,Female,39,2,148587,176791,0,,,,,,
15782219,Fanucci,703,Spain,Male,29,9,0,50679,0,,,,,,
15746410,Thompson,432,Spain,Male,38,7,0,150581,0,,,,,,
15780144,Tisdall,512,Germany,Female,32,2,123404,80120,0,,,,,,
15590476,Onochie,589,France,Male,28,7,0,151646,0,,,,,,
15624293,Mironova,514,France,Female,46,3,106512,55072,0,,,,,,
15618182,Ndubueze,678,France,Female,38,2,0,115069,0,,,,,,
15660316,Stephenson,420,Germany,Female,34,1,135550,149471,1,,,,,,
15678886,Golubev,679,Germany,Male,38,7,110555,46523,0,,,,,,
15616330,Liao,595,France,Male,31,4,0,189996,0,,,,,,
15592229,Mullan,713,France,Female,52,0,185892,46370,1,,,,,,
15798424,Glover,833,Germany,Male,59,1,130855,30723,1,,,,,,
15714750,Northey,690,France,Female,42,3,92578,70811,0,,,,,,
15648800,Paterson,731,Germany,Female,21,8,132312,106663,1,,,,,,
15626147,Maclean,608,France,Female,62,8,144977,175836,1,,,,,,
15626608,Howarde,479,Spain,Male,48,5,87070,85646,0,,,,,,
15723250,Teng,519,France,Male,42,8,0,101486,0,,,,,,
15592583,Colman,731,France,Female,47,1,115414,191735,1,,,,,,
15759381,Johnson,617,Spain,Male,61,7,91070,101840,0,,,,,,
15585241,Butcher,756,Spain,Male,29,2,117412,4889,0,,,,,,
15589358,Stanley,848,Germany,Male,31,4,90018,193133,0,,,,,,
15672704,Jackson,809,France,Female,24,4,0,193519,0,,,,,,
15789955,Hu,698,Germany,Male,56,1,112415,93982,1,,,,,,
15596800,Hill,779,Germany,Male,33,1,158457,197001,1,,,,,,
15627305,Pan,606,Spain,Male,35,7,0,106837,1,,,,,,
15645316,Han,612,Germany,Female,58,1,149642,115161,0,,,,,,
15593973,Wilkie,663,Spain,Female,33,8,122528,196260,0,,,,,,
15647301,Bray,549,Germany,Female,45,3,143734,96404,0,,,,,,
15750258,Ann,675,France,Female,32,2,155663,97659,0,,,,,,
15685309,Souter,669,France,Female,35,7,0,49108,1,,,,,,
15628205,Greco,571,Germany,Female,34,1,101737,195652,0,,,,,,
15733974,Mao,500,Spain,Male,37,9,125822,111698,0,,,,,,
15762110,Anderson,628,France,Male,37,0,0,171708,0,,,,,,
15706899,Ma,559,France,Male,34,4,0,66722,0,,,,,,
15732660,Black,769,France,Female,27,2,0,57876,0,,,,,,
15656121,Medvedeva,733,Germany,Male,31,6,157791,177995,0,,,,,,
15614220,Benson,750,France,Male,22,5,0,105126,0,,,,,,
15645269,Duncan,583,France,Female,42,4,0,17440,0,,,,,,
15698510,Onwudiwe,468,Germany,Male,42,9,181627,172668,0,,,,,,
15569247,Mitchell,727,Spain,Female,57,1,109680,753,0,,,,,,
15566251,Ferrari,618,France,Female,37,5,96653,98686,1,,,,,,
15716134,Russo,617,France,Male,40,5,190008,107048,0,,,,,,
15763625,Hazon,793,Spain,Male,41,9,0,152154,0,,,,,,
15605965,Henderson,630,France,Male,43,9,0,34338,0,,,,,,
15694821,Hardy,765,Germany,Male,43,4,148963,173879,1,,,,,,
15601688,Piccio,546,France,Male,28,8,0,159254,0,,,,,,
15575581,Dickson,614,Germany,Female,30,3,131345,54777,0,,,,,,
15671209,Holden,593,Germany,Female,29,5,101714,134595,0,,,,,,
15616529,Hsieh,613,Spain,Male,34,3,0,41725,0,,,,,,
15773906,Doherty,655,France,Male,38,4,0,110528,0,,,,,,
15722993,Page,700,France,Female,27,6,137963,8997,0,,,,,,
15752463,Samuel,826,Spain,Female,29,4,129938,190201,0,,,,,,
15589754,Malloy,652,Germany,Male,45,2,151421,115333,0,,,,,,
15669899,Fitts,755,Germany,Female,45,7,135643,143620,1,,,,,,
15766887,Iadanza,538,Spain,Male,39,2,122774,58467,0,,,,,,
15768006,Wu,729,France,Male,34,3,152304,12129,0,,,,,,
15741295,Yefimova,615,France,Male,49,3,0,49872,0,,,,,,
15811327,Pan,700,Spain,Male,54,1,79416,139736,0,,,,,,
15690007,Ts'ui,434,Germany,Female,58,9,125801,60892,1,,,,,,
15690664,Liang,729,Spain,Male,37,10,0,100863,0,,,,,,
15719348,Tsao,513,France,Male,35,8,0,76640,1,,,,,,
15781802,Abramov,755,France,Male,41,6,104817,126014,1,,,,,,
15752731,Millar,615,France,Female,30,9,0,87348,0,,,,,,
15600997,Demuth,747,Germany,Female,32,5,67495,77370,0,,,,,,
15750776,Genovese,850,France,Female,36,0,164851,62722,0,,,,,,
15723907,Lawless,712,Germany,Female,49,5,154776,196258,0,,,,,,
15633419,Brooks,622,Germany,Female,28,1,143125,81724,0,,,,,,
15702430,Ignatyeva,548,France,Female,35,10,0,31300,0,,,,,,
15710456,Balmain,607,France,Female,27,2,0,63496,0,,,,,,
15650351,Millar,653,France,Female,38,8,102133,166521,0,,,,,,
15590820,Ecuyer,699,Spain,Male,26,6,79932,150242,0,,,,,,
15640454,Parkhill,693,Germany,Male,40,0,120712,27345,1,,,,,,
15697789,Li Fonti,647,Germany,Female,43,3,122718,87000,0,,,,,,
15808182,Beneventi,478,Spain,Female,36,3,92363,44913,0,,,,,,
15588670,Despeissis,705,Spain,Female,40,5,203715,179979,1,,,,,,
15721292,Atkins,719,Spain,Male,39,5,0,145760,0,,,,,,
15604217,Williams,726,France,Male,34,9,0,14122,0,,,,,,
15651369,Wright,626,France,Male,21,1,0,66232,0,,,,,,
15782454,Hancock,552,France,Male,49,4,0,190297,1,,,,,,
15814032,Hsieh,807,Germany,Female,31,1,93460,172783,0,,,,,,
15570326,Wilkins,621,France,Male,34,6,0,99128,0,,,,,,
15624428,Longo,651,Germany,Female,24,7,40225,178341,0,,,,,,
15755638,Mancini,673,France,Female,43,5,168070,146992,1,,,,,,
15600992,Madukaego,652,France,Male,36,1,0,151315,0,,,,,,
15755649,Winter-Irving,584,Germany,Male,47,7,130539,92916,0,,,,,,
15795228,Stewart,756,France,Male,37,3,132624,58974,0,,,,,,
15589257,Grant,670,France,Female,35,3,103465,174627,0,,,,,,
15719302,Brennan,765,France,Female,50,9,126548,79580,1,,,,,,
15639882,She,528,France,Male,30,2,128263,50771,0,,,,,,
15791279,Murray,701,France,Male,40,5,169743,153538,1,,,,,,
15636935,Rischbieth,797,France,Female,29,1,0,132975,0,,,,,,
15686909,Lung,639,Germany,Male,27,3,150796,85209,0,,,,,,
15589572,Otutodilichukwu,785,Spain,Female,61,4,129856,170215,1,,,,,,
15779947,Thomas,363,Spain,Female,28,6,146098,100615,1,,,,,,
15573769,Fiorentini,764,France,Female,24,7,0,186106,0,,,,,,
15578866,Hughes,676,France,Female,43,2,0,55120,0,,,,,,
15739131,Whitworth,718,Germany,Male,28,4,65643,28761,0,,,,,,
15813444,McIntosh,590,Spain,Female,34,6,0,171021,0,,,,,,
15678058,Ayers,584,France,Male,38,9,104584,176679,0,,,,,,
15769169,Trentino,645,France,Male,41,7,0,28668,0,,,,,,
15804602,Boyd,772,Germany,Male,30,6,99785,197238,0,,,,,,
15651052,McMasters,399,Germany,Male,46,2,127655,139995,1,,,,,,
15724334,Alekseyeva,529,France,Male,22,5,0,151170,0,,,,,,
15569451,Miller,463,France,Male,35,2,101257,118114,0,,,,,,
15650098,Baranova,630,France,Female,40,7,0,34453,0,,,,,,
15724307,Mitchell,780,France,Male,76,10,121314,64872,0,,,,,,
15599268,Yobachi,584,Spain,Male,32,5,0,10957,0,,,,,,
15594864,Huang,752,Germany,Male,30,4,81523,36886,0,,,,,,
15616451,Genovese,697,France,Female,47,6,128253,168053,0,,,,,,
15715667,Sorokina,850,France,Female,32,7,0,155227,0,,,,,,
15658969,Gray,711,France,Male,51,7,0,38410,1,,,,,,
15738174,Ervin,452,France,Female,32,5,0,75279,0,,,,,,
15813590,Vance,610,Spain,Male,42,6,0,158303,1,,,,,,
15624229,Noble,694,France,Female,22,4,0,11526,0,,,,,,
15674148,Milanesi,579,Spain,Male,33,6,0,94993,1,,,,,,
15625080,Parkin,745,Spain,Female,54,8,0,173912,1,,,,,,
15682528,Cremonesi,572,France,Male,33,5,0,41139,0,,,,,,
15696900,Burns,505,Germany,Male,29,3,145542,58020,0,,,,,,
15730038,Docherty,706,France,Female,23,5,0,164128,1,,,,,,
15812272,Ugonna,693,Germany,Male,44,5,124602,46998,1,,,,,,
15654654,L?,725,Germany,Female,33,7,115183,177279,0,,,,,,
15697625,Bevan,791,France,Male,37,2,163789,75833,0,,,,,,
15616280,Hsia,536,France,Male,46,1,65733,61095,0,,,,,,
15654229,O'Neill,699,Spain,Male,47,1,0,30117,0,,,,,,
15628298,Johnstone,500,Spain,Female,47,8,128486,179227,0,,,,,,
15733387,Pham,707,Spain,Female,53,6,109663,52110,0,,,,,,
15775572,Bergamaschi,531,Germany,Female,42,6,88324,75249,0,,,,,,
15613844,Murphy,557,France,Female,28,7,146445,184318,0,,,,,,
15578515,Osinachi,659,France,Female,38,3,0,158553,0,,,,,,
15607598,Muravyov,575,Spain,Female,31,6,0,95686,0,,,,,,
15742480,Igwebuike,775,Germany,Male,36,2,109949,71683,0,,,,,,
15749482,Zack,772,Spain,Male,30,4,78653,1790,0,,,,,,
15607537,Crawford,587,Germany,Male,46,9,107851,139431,1,,,,,,
15575410,Chidiegwu,667,Germany,Female,39,4,83765,118359,0,,,,,,
15684865,Lucchesi,771,France,Female,66,7,143773,130828,0,,,,,,
15600700,Pan,523,Germany,Male,63,6,116227,119405,0,,,,,,
15774155,Trevisani,662,Germany,Male,33,0,103472,162703,0,,,,,,
15634267,Yudin,717,France,Male,42,5,0,172665,0,,,,,,
15619626,Wade,746,France,Male,24,3,137492,170142,0,,,,,,
15660422,Chung,569,France,Male,28,7,0,73977,0,,,,,,
15617934,Septimus,579,France,Male,36,9,129830,60906,0,,,,,,
15760774,Hargraves,519,France,Female,21,1,146330,194867,0,,,,,,
15813132,Chukwukadibia,696,Germany,Male,30,4,114028,193717,0,,,,,,
15593331,Sidorov,693,Germany,Male,25,6,146581,14633,0,,,,,,
15616709,Bunton,587,Germany,Female,38,0,132122,31730,0,,,,,,
15658052,Cameron,626,France,Female,44,10,81554,20064,1,,,,,,
15721189,Kung,666,France,Female,66,7,0,99793,0,,,,,,
15711288,Hay,512,France,Male,24,6,0,37654,0,,,,,,
15770030,Conti,689,Spain,Female,28,3,0,192449,0,,,,,,
15803681,Sims,803,France,Female,26,4,0,181208,0,,,,,,
15702789,Carter,548,Germany,Male,32,5,175215,155166,0,,,,,,
15814930,McGregor,588,Germany,Female,40,10,125535,121504,1,,,,,,
15658306,Lo,693,France,Male,68,4,97706,61569,0,,,,,,
15699523,Chu,499,Germany,Female,55,4,126818,123270,0,,,,,,
15610383,Dumetolisa,628,France,Female,46,1,46870,31272,1,,,,,,
15615032,Peng,624,Spain,Male,46,3,0,62825,0,,,,,,
15781989,Drake-Brockman,733,France,Male,42,9,120095,184056,0,,,,,,
15647402,Wan,628,France,Female,38,3,0,48925,0,,,,,,
15740494,Cameron,633,France,Female,33,3,0,191111,0,,,,,,
15701265,Tretiakov,559,Germany,Female,36,1,104357,54184,0,,,,,,
15743532,Ball,704,Germany,Male,27,5,147004,64381,1,,,,,,
15794870,Sal,744,Germany,Male,38,6,73023,78771,0,,,,,,
15747591,Chung,665,Spain,Female,40,1,173433,116767,0,,,,,,
15726557,Lai,638,France,Female,42,7,165680,32916,0,,,,,,
15732199,Gether,837,Spain,Male,31,9,104679,50973,0,,,,,,
15662291,Davidson,534,France,Female,55,8,116973,122067,1,,,,,,
15749050,Justice,548,France,Female,36,3,0,65997,0,,,,,,
15781586,Osonduagwuike,837,Germany,Male,38,2,126733,79577,0,,,,,,
15617078,Ewing,658,France,Female,44,6,148481,130529,0,,,,,,
15723339,Chin,554,France,Female,38,4,137654,172630,0,,,,,,
15671322,Chiang,724,Germany,Male,30,7,115315,15217,0,,,,,,
15793854,Ahmed,723,France,Male,42,2,99096,17513,0,,,,,,
15756539,Marshall,585,Germany,Female,39,7,165610,131852,0,,,,,,
15612064,Tsou,474,France,Male,33,5,0,181946,1,,,,,,
15625916,Chien,562,Spain,Male,32,6,161629,91483,0,,,,,,
15683195,Ubanwa,719,France,Male,32,9,146605,77119,0,,,,,,
15690182,Kapustin,635,Germany,Male,37,5,113489,95612,1,,,,,,
15721719,Calabresi,743,France,Male,42,7,77002,80428,0,,,,,,
15641690,Hsiao,681,Spain,Male,67,7,0,163715,0,,,,,,
15634896,Grant,521,France,Female,39,6,0,27375,0,,,,,,
15671590,H?,741,Spain,Male,25,4,0,73874,0,,,,,,
15779182,Chia,790,Spain,Male,46,8,182365,139266,1,,,,,,
15778287,Ugoji,622,France,Male,35,8,0,131773,0,,,,,,
15609510,Gregory,669,France,Male,45,7,149365,173454,0,,,,,,
15742229,Mackay,583,France,Male,59,7,127450,67553,0,,,,,,
15658532,Nnamutaezinwa,520,Spain,Female,63,5,162278,34765,0,,,,,,
15590993,Findlay,579,Spain,Male,37,5,152213,120219,0,,,,,,
15565701,Ferri,698,Spain,Female,39,9,161994,90212,0,,,,,,
15597239,Ku,548,Spain,Male,39,7,131468,164976,0,,,,,,
15688880,Amechi,672,Germany,Male,40,10,102980,1286,1,,,,,,
15813917,Kirk,653,Germany,Male,31,9,143322,83679,0,,,,,,
15679611,Andrews,734,Spain,Female,37,2,130405,34549,0,,,,,,
15636589,Murray,794,France,Female,41,7,0,74275,0,,,,,,
15687752,Griffin,641,France,Male,30,2,87505,7279,0,,,,,,
15584363,Longstaff,824,France,Male,30,0,133634,162054,0,,,,,,
15737748,McWilliam,534,Spain,Female,33,3,151234,199337,0,,,,,,
15803365,Coffee,653,Spain,Male,55,2,70264,62348,0,,,,,,
15793247,Hancock,498,France,Male,34,5,0,91712,0,,,,,,
15572360,Clark,683,France,Male,30,10,57657,79241,0,,,,,,
15795166,Creswell,618,Germany,Male,42,8,153572,76680,0,,,,,,
15724620,Dodds,538,France,Male,37,1,134752,162512,0,,,,,,
15800856,Ewen,643,Spain,Male,34,3,83132,21361,0,,,,,,
15671097,Carter,428,France,Female,31,2,0,54487,0,,,,,,
15683930,Ch'iu,593,Germany,Female,32,9,134097,53931,1,,,,,,
15749004,Tsao,718,France,Female,31,0,118101,103165,0,,,,,,
15800434,Burgess,811,Germany,Male,52,10,76915,146360,1,,,,,,
15709117,Fanucci,823,Spain,Female,46,3,81577,28371,1,,,,,,
15638806,Blackburn,645,Spain,Male,49,2,0,10023,0,,,,,,
15662294,Bennett,710,France,Male,33,10,118327,192929,0,,,,,,
15690079,Boniwell,591,Spain,Male,30,8,124858,50486,0,,,,,,
15759317,Vasilieva,748,Germany,Female,27,2,90972,131662,0,,,,,,
15750497,Longo,850,France,Female,37,7,153148,152235,0,,,,,,
15596181,Kwemto,542,France,Male,38,8,65942,68093,1,,,,,,
15576602,Lawrence,809,France,Male,38,3,0,80061,0,,,,,,
15644833,Duncan,675,France,Male,54,2,0,149584,1,,,,,,
15734634,Bocharova,607,Spain,Female,27,5,100912,7631,0,,,,,,
15808689,Morres,850,France,Female,31,4,0,33083,0,,,,,,
15720702,Shih,789,France,Male,37,3,0,121884,1,,,,,,
15665077,Vogel,598,France,Female,43,5,0,100723,1,,,,,,
15763612,T'an,756,Germany,Male,41,2,124439,47093,0,,,,,,
15596493,Wisdom,687,France,Female,47,7,0,177624,0,,,,,,
15704483,Lorenzo,724,France,Male,40,6,0,106149,0,,,,,,
15598846,Shahan,700,France,Female,44,2,58782,16875,0,,,,,,
15629244,Bryant,635,Spain,Male,50,7,159454,54561,1,,,,,,
15765537,Liang,687,Germany,Male,26,2,142722,153606,0,,,,,,
15729975,Chidozie,613,France,Female,46,8,167796,44390,0,,,,,,
15682773,Hayward,781,France,Female,38,3,128346,63219,0,,,,,,
15688007,Liu,703,Spain,Male,20,3,165261,41627,0,,,,,,
15574331,Alexeeva,593,Germany,Female,62,3,118234,24766,1,,,,,,
15645572,Calabresi,743,France,Female,40,6,0,28281,1,,,,,,
15742854,Lettiere,640,Spain,Female,46,8,0,89043,0,,,,,,
15575417,Chou,849,Germany,Male,37,7,143453,17294,0,,,,,,
15796721,Nnamutaezinwa,778,France,Male,38,3,145018,126702,0,,,,,,
15734942,Nnamutaezinwa,539,Germany,Female,38,8,82408,13123,0,,,,,,
15664772,Greece,489,Germany,Male,28,1,79461,167974,0,,,,,,
15576683,Yin,568,Spain,Female,43,9,0,125871,1,,,,,,
15682563,Larionova,618,Spain,Male,38,5,126474,91972,0,,,,,,
15650889,Golubev,710,Germany,Female,30,10,133537,155594,0,,,,,,
15612108,Norman,625,France,Male,52,5,164978,67788,0,,,,,,
15761132,Capon,682,Spain,Male,46,7,128030,62615,0,,,,,,
15645511,Chukwudi,727,Spain,Male,43,2,97403,107415,1,,,,,,
15609824,Fedorov,794,France,Female,41,7,176845,166526,1,,,,,,
15640268,Avdeeva,652,Spain,Male,71,4,0,120107,0,,,,,,
15645778,Reid,670,Spain,Male,42,3,81589,188228,0,,,,,,
15691104,Kennedy,460,Germany,Female,40,6,119508,91561,1,,,,,,
15714567,Chan,568,Spain,Female,26,6,0,166495,0,,,,,,
15777826,Wofford,643,France,Male,30,5,94444,165614,0,,,,,,
15668445,Mai,521,France,Male,37,2,0,86372,0,,,,,,
15576162,King,615,France,Male,32,7,92200,2756,0,,,,,,
15778135,T'ao,575,Spain,Male,43,3,0,83595,0,,,,,,
15613141,Hsu,717,France,Female,41,3,135757,103706,0,,,,,,
15635435,White,648,France,Female,54,9,120633,5924,1,,,,,,
15596552,Stephens,535,Germany,Male,48,5,134543,58204,1,,,,,,
15623644,Frolov,626,Spain,Male,29,7,0,49362,0,,,,,,
15683403,Lombardi,611,Spain,Male,52,7,0,73585,1,,,,,,
15615029,Munro,734,Spain,Male,39,6,0,95135,0,,,,,,
15769005,Hayward,709,France,Male,49,4,154344,38795,0,,,,,,
15746326,Fields,591,France,Male,43,3,0,198926,0,,,,,,
15722364,Onwumelu,664,France,Male,43,9,189027,56100,0,,,,,,
15704954,Suffolk,431,France,Male,37,0,120764,117023,0,,,,,,
15694409,Tsao,647,Germany,Female,22,3,97976,62083,0,,,,,,
15754068,Judd,578,France,Male,32,4,0,141823,0,,,,,,
15683841,Hamilton,555,Germany,Male,41,10,113270,185387,0,,,,,,
15789095,T'ang,775,Spain,Male,30,4,0,57461,0,,,,,,
15719958,Degtyarev,850,Germany,Male,39,3,124549,120380,0,,,,,,
15689514,Kang,625,France,Male,43,8,201696,133021,1,,,,,,
15621353,Hudson,645,Spain,Female,37,7,0,13590,0,,,,,,
15627232,Jibunoh,608,Germany,Male,44,7,114203,77830,1,,,,,,
15745843,Kinlaw,689,Spain,Female,31,4,0,136610,0,,,,,,
15722902,Chizuoke,652,Germany,Male,50,8,125438,17161,1,,,,,,
15791767,Lucciano,769,France,Female,26,7,0,176844,0,,,,,,
15792722,Omeokachie,611,France,Female,43,8,64898,114996,0,,,,,,
15723006,Gorbunova,489,France,Male,38,8,0,196991,0,,,,,,
15771942,Tikhonov,528,Germany,Female,46,9,135556,133146,1,,,,,,
15774738,Campa,632,France,Male,44,3,107765,185668,0,,,,,,
15574004,Mancini,429,France,Female,27,6,117307,24020,0,,,,,,
15587233,Donoghue,457,France,Male,41,8,73700,185750,1,,,,,,
15808228,Tuan,768,Spain,Female,44,6,60603,178046,0,,,,,,
15682834,Johnstone,715,Spain,Female,35,4,40170,199857,0,,,,,,
15571752,Romani,668,Germany,Female,32,10,92042,43596,0,,,,,,
15743067,Fuller,625,Germany,Male,26,3,130484,122811,0,,,,,,
15714466,Baxter,846,France,Female,41,5,0,3440,1,,,,,,
15617982,Pirozzi,661,Spain,Female,42,3,0,35989,0,,,,,,
15696637,Sung,571,France,Female,23,10,151097,17164,0,,,,,,
15690647,Rogers,582,Spain,Female,46,8,67563,44506,1,,,,,,
15672756,Mills,716,France,Female,35,8,112808,17848,0,,,,,,
15704586,Osonduagwuike,758,France,Female,42,7,0,76210,0,,,,,,
